,email,link
103,enquiry@sgmem.sg,https://www.sgmem.sg/privacy-policy-2/
104,chong_zhi_qiang@nea.gov.sg,https://www.sgmem.sg/nea_3rd_grant_call_niw/
105,dylan_tan@nea.gov.sg,https://www.sgmem.sg/nea_3rd_grant_call_niw/
106,submissions@pilot44.com,https://www.sgmem.sg/procter-gamble-innovation-brief/
107,hpb_nir@hpb.gov.sg,https://www.healthhub.sg/faqs
108,info@support.mckinsey.com,https://play.google.com/store/apps/details?id=com.mckinsey.mckinseyinsights
109,sg@wika.com,https://www.wika.com.sg/imprint_en_sg.WIKA
110,mckinsey_website_accessibility@mckinsey.com,https://www.mckinsey.com/about-us/overview/change-that-matters
111,mckinsey_academy_virtual_exchange@mckinsey.com,https://www.mckinsey.com/business-functions/mckinsey-accelerate/how-we-help-clients
112,pdpa@nhcs.com.sg,https://www.nhcs.com.sg/about-us/corporate-profile/pdpa
113,media_relations_inbox@mckinsey.com,https://www.mckinsey.com/about-us/media
114,asia_media_enquiries@mckinsey.com,https://www.mckinsey.com/about-us/media
115,media_inquiries_europe@mckinsey.com,https://www.mckinsey.com/about-us/media
116,kai_peter_rath@mckinsey.com,https://www.mckinsey.com/about-us/media
117,media_enquiries@mckinsey.com,https://www.mckinsey.com/about-us/media
118,nomti_manzana@mckinsey.com,https://www.mckinsey.com/about-us/media
119,kerry_naidoo@mckinsey.com,https://www.mckinsey.com/about-us/media
120,comms_meo@mckinsey.com,https://www.mckinsey.com/about-us/media
121,rebeca_robboy@mckinsey.com,https://www.mckinsey.com/about-us/media
122,cathy_gui@mckinsey.com,https://www.mckinsey.com/about-us/media
123,ouridentity@mckinsey.com,https://www.mckinsey.com/about-us/media
124,sales@wika.com,https://www.wika.com.sg/service_sf6_services_en_co.WIKA
125,de@wika.com,https://www.wika.com.sg/service_diaphragm_seal_service_en_co.WIKA
126,development@nhcs.com.sg,https://www.nhcs.com.sg/giving/make-a-gift
127,20development@nhcs.com.sg,https://www.nhcs.com.sg/giving/your-gift-at-work
128,ote@nhcs.com.sg,https://www.nhcs.com.sg/education-training/fellowships
129,c@nhcs.com.sg,https://www.nhcs.com.sg/research-innovation/clinical-trials/clinical-trials
130,wanshan@nhcs.com.sg,https://www.nhcs.com.sg/research-innovation/clinical-trials/clinical-trials
131,s@singhealth.com.sg,https://www.nhcs.com.sg/about-us/procurement
132,comms@nhcs.com.sg,https://www.nhcs.com.sg/about-us/newsroom
133,contact@bain.com,https://www.bain.com/pt-br/offices/singapore/
134,recruiting@bain.com,https://www.bain.com/pt-br/offices/singapore/
135,ong@bain.com,https://www.bain.com/pt-br/offices/singapore/
136,worley@bain.com,https://www.bain.com/pt-br/offices/singapore/
137,pinkney@bain.com,https://www.bain.com/about/media-center/
138,ware@bain.com,https://www.bain.com/about/media-center/
139,medina@bain.com,https://www.bain.com/about/media-center/
140,relations@bain.com,https://www.bain.com/about/contact-us/
141,webmaster@bain.com,https://www.bain.com/about/contact-us/
142,stumbles@bain.com,https://www.bain.com/offices/sydney/
143,christian@bain.com,https://www.bain.com/offices/sydney/
144,marketing@bain.com,https://www.bain.com/offices/shanghai/
145,zhu@bain.com,https://www.bain.com/offices/shanghai/
146,india@bain.com,https://www.bain.com/offices/mumbai/
147,seoulmarketing@bain.com,https://www.bain.com/offices/seoul/
148,seoul@bain.com,https://www.bain.com/offices/seoul/
149,park@bain.com,https://www.bain.com/offices/seoul/
150,tokyo@bain.com,https://www.bain.com/offices/tokyo/
151,singapore@bain.com,https://www.bain.com/offices/kuala-lumpur/
152,applytobaincapabilitynetwork@bain.com,https://www.bain.com/offices/bcn/
153,bcnrecruitment@bain.com,https://www.bain.com/offices/bcn/
154,jaafar@bain.com,https://www.bain.com/offices/riyadh/
155,williamson@bain.com,https://www.bain.com/offices/riyadh/
156,moran@bain.com,https://www.bain.com/offices/riyadh/
157,imtiaz@bain.com,https://www.bain.com/offices/riyadh/
158,health_tech_network@mckinsey.com,https://www.mckinsey.com/industries/pharmaceuticals-and-medical-products/our-insights
159,20medicalreport@nhcs.com.sg,https://www.nhcs.com.sg/patient-care/visiting-a-specialist/Pages/request-medical-report.aspx
160,medicalreport@nhcs.com.sg,https://www.nhcs.com.sg/patient-care/visiting-a-specialist/Pages/request-medical-report.aspx
161,kuzmic@bain.com,https://www.bain.com/offices/stockholm/
162,petersen@bain.com,https://www.bain.com/offices/stockholm/
163,detalle@bain.com,https://www.bain.com/offices/paris/
164,parisbaincares@bain.com,https://www.bain.com/offices/paris/
165,painmorgado@bain.com,https://www.bain.com/offices/paris/
166,imalileche@bain.com,https://www.bain.com/offices/paris/
167,cherik@bain.com,https://www.bain.com/offices/paris/
168,deroquemaurel@bain.com,https://www.bain.com/offices/paris/
169,sonnet@bain.com,https://www.bain.com/offices/paris/
170,info@bain.de,https://www.bain.com/offices/munich/
171,moll@bain.com,https://www.bain.com/offices/munich/
172,ziegler@bain.com,https://www.bain.com/offices/munich/
173,seik@bain.com,https://www.bain.com/offices/munich/
174,wieder@bain.com,https://www.bain.com/offices/munich/
175,alumni@bain.de,https://www.bain.com/offices/munich/
176,boe@bain.com,https://www.bain.com/offices/oslo/
177,prioreschi@bain.it,https://www.bain.com/offices/rome/
178,illardo@bain.it,https://www.bain.com/offices/rome/
179,comolli@bain.it,https://www.bain.com/offices/rome/
180,visini@bain.com,https://www.bain.com/offices/rome/
181,brignola@bain.it,https://www.bain.com/offices/rome/
182,inc@legalmail.it,https://www.bain.com/offices/rome/
183,mongil@bain.com,https://www.bain.com/offices/madrid/
184,gonzalez@bain.com,https://www.bain.com/offices/madrid/
185,miralles@bain.com,https://www.bain.com/offices/madrid/
186,jara@bain.com,https://www.bain.com/offices/madrid/
187,hadley@bain.com,https://www.bain.com/offices/london/
188,hamilton@bain.com,https://www.bain.com/offices/london/
189,london@bain.com,https://www.bain.com/offices/london/
190,elton@bain.com,https://www.bain.com/offices/london/
191,milligan@bain.com,https://www.bain.com/offices/london/
192,spencer@bain.com,https://www.bain.com/offices/london/
193,spektorov@bain.com,https://www.bain.com/offices/moscow/
194,inquiry@bain.com,https://www.bain.com/offices/moscow/
195,vaypan@bain.com,https://www.bain.com/offices/moscow/
196,shiroyan@bain.com,https://www.bain.com/offices/moscow/
197,southafrica@bain.com,https://www.bain.com/offices/johannesburg/
198,wilson@bain.com,https://www.bain.com/offices/johannesburg/
199,binzat@bain.com,https://www.bain.com/offices/istanbul/
200,guntag@bain.com,https://www.bain.com/offices/istanbul/
201,kelloniemi@bain.com,https://www.bain.com/offices/helsinki/
202,kairi@bain.com,https://www.bain.com/offices/helsinki/
203,brusselmans@bain.com,https://www.bain.com/offices/copenhagen/
204,krasinska@bain.com,https://www.bain.com/offices/warsaw/
205,rozhin@bain.com,https://www.bain.com/offices/warsaw/
206,amsterdam@bain.com,https://www.bain.com/offices/amsterdam/
207,offermans@bain.com,https://www.bain.com/offices/amsterdam/
208,cherry@bain.com,https://www.bain.com/offices/silicon-valley/
209,kitchen@bain.com,https://www.bain.com/offices/silicon-valley/
210,sarkowsky@bain.com,https://www.bain.com/offices/silicon-valley/
211,adrecruiting@bain.com,https://www.bain.com/offices/silicon-valley/
212,pearce@bain.com,https://www.bain.com/offices/silicon-valley/
213,trotter@bain.com,https://www.bain.com/offices/toronto/
214,hysenaj@bain.com,https://www.bain.com/offices/toronto/
215,andrews@bain.com,https://www.bain.com/offices/toronto/
216,alhashmi@bain.com,https://www.bain.com/offices/middle-east/
217,rapela@bain.com,https://www.bain.com/offices/santiago/
218,agostino@bain.com,https://www.bain.com/offices/santiago/
219,pelegrini@bain.com,https://www.bain.com/offices/santiago/
220,snauwaert@bain.com,https://www.bain.com/offices/brussels/
221,feret@bain.com,https://www.bain.com/offices/brussels/
222,migom@bain.com,https://www.bain.com/offices/brussels/
223,minten@bain.com,https://www.bain.com/offices/brussels/
224,ratajczak@bain.com,https://www.bain.com/offices/san-francisco/
225,robbins@bain.com,https://www.bain.com/offices/washington-dc/
226,washingtondc@bain.com,https://www.bain.com/offices/washington-dc/
227,info@bain.com,https://www.bain.com/offices/warsaw-global-business-services/
228,publicrelations@bain.com,https://www.bain.com/offices/warsaw-global-business-services/
229,husistein@bain.com,https://www.bain.com/offices/zurich/
230,pelster@bain.com,https://www.bain.com/offices/zurich/
231,davidson@bain.com,https://www.bain.com/offices/seattle/
232,info@frwd.com,https://www.bain.com/offices/minneapolis-frwd/
233,radabaugh@bain.com,https://www.bain.com/offices/los-angeles/
234,loehr@bain.com,https://www.bain.com/offices/los-angeles/
235,downes@bain.com,https://www.bain.com/offices/los-angeles/
236,zerpa@bain.com,https://www.bain.com/offices/los-angeles/
237,galli@bain.com,https://www.bain.com/offices/rio-de-janeiro/
238,betti@bain.com,https://www.bain.com/offices/rio-de-janeiro/
239,bentley@bain.com,https://www.bain.com/offices/dallas/
240,whitten@bain.com,https://www.bain.com/offices/dallas/
241,reilly@bain.com,https://www.bain.com/offices/dallas/
242,monnet@bain.com,https://www.bain.com/offices/dallas/
243,newyork@bain.com,https://www.bain.com/offices/new-york/
244,kawa@bain.com,https://www.bain.com/offices/new-york/
245,bice@bain.com,https://www.bain.com/offices/new-york/
246,rubio@bain.com,https://www.bain.com/offices/mexico-city/
247,quezada@bain.com,https://www.bain.com/offices/mexico-city/
248,lozada@bain.com,https://www.bain.com/offices/mexico-city/
249,dataprivacy@bain.com,https://www.bain.com/about/privacy/
250,mclaughlin@bain.com,https://www.bain.com/offices/Chicago/
251,martini@bain.com,https://www.bain.com/offices/Chicago/
252,clark@bain.com,https://www.bain.com/offices/Chicago/
253,hick@bain.com,https://www.bain.com/offices/Chicago/
254,eisner@bain.com,https://www.bain.com/offices/buenos-aires/
255,masjuan@bain.com,https://www.bain.com/offices/buenos-aires/
256,dias@bain.com,https://www.bain.com/offices/buenos-aires/
257,20recruiting@bain.com,https://www.bain.com/offices/boston/
258,20adrecruiting@bain.com,https://www.bain.com/offices/boston/
259,boston@bain.com,https://www.bain.com/offices/boston/
260,britto@bain.com,https://www.bain.com/offices/bogota/
261,miles@bain.com,https://www.bain.com/offices/atlanta/
262,atlanta@bain.com,https://www.bain.com/offices/atlanta/
263,elliott@bain.com,https://www.bain.com/offices/atlanta/
264,ng_meng_li@edb.gov.sg,https://www.edb.gov.sg/en/other-pages/terms.html
265,edbwhistleblower@kpmg.com.sg,https://www.edb.gov.sg/en/other-pages/whistleblowing.html
266,ask@singhealthacademy.edu.sg,https://www.singhealthacademy.edu.sg
267,qsm_edb@edb.gov.sg,https://www.edb.gov.sg/en/contact/contact-us.html
268,central@scigen.com.sg,https://scigenltd.com/products/
269,scigenmail@scigen.com.au,https://scigenltd.com/contact-us/
270,scigen@scigen.co.kr,https://scigenltd.com/contact-us/
271,scigen_beijing@scigenltd.com.cn,https://scigenltd.com/contact-us/
272,marcusph@scigen.com.sg,https://scigenltd.com/contact-us/
273,pharmacovigilance@scigen.com.sg,https://scigenltd.com/contact-us/
274,yvonne@scigen.com.sg,https://scigenltd.com/contact-us/
275,mnaef@scigen.com.au,https://scigenltd.com/contact-us/
276,client_services@edb.gov.sg,https://www.edb.gov.sg/en/other-pages/privacy.html
277,hr@beacons.com.sg,http://www.beacons.com.sg/contact.php
278,admin@pss.org.sg,https://www.pss.org.sg/grants_awards
279,industry@pss.org.sg,https://www.pss.org.sg/chapter/industry-chapter/industry-chapter
280,lreshma@guardian.com.sg,https://www.pss.org.sg/store/online-cpe/e-learning-nurses-pss-medication-management-training-nurses
281,xhlim@guardian.com.sg,https://www.pss.org.sg/store/online-cpe/e-learning-nurses-pss-medication-management-training-nurses
282,appointments@sgh.com.sg,https://www.singhealth.com.sg/patient-care/patient-visitor-info
283,appointments@skh.com.sg,https://www.singhealth.com.sg/patient-care/patient-visitor-info
284,centralappt@kkh.com.sg,https://www.singhealth.com.sg/patient-care/patient-visitor-info
285,callcentre@nccs.com.sg,https://www.singhealth.com.sg/patient-care/patient-visitor-info
286,appointments@nni.com.sg,https://www.singhealth.com.sg/patient-care/patient-visitor-info
287,appointments@snec.com.sg,https://www.singhealth.com.sg/patient-care/patient-visitor-info
288,singhealthpolyclinics@singhealth.com.sg,https://www.singhealth.com.sg/patient-care/patient-visitor-info
289,media@singhealth.com.sg,https://www.singhealth.com.sg/about-singhealth/newsroom
290,offer@accelerate.tech,https://www.a-star.edu.sg/Collaborate/from-lab-to-market
291,poststelle@datenschutz.rlp.de,https://www.boehringer-ingelheim.com/data-privacy
292,pharma@singhealth.com.sg,https://www.singhealth.com.sg/about-singhealth/procurement/Pages/Contact-Us.aspx
293,mm@singhealth.com.sg,https://www.singhealth.com.sg/about-singhealth/procurement/Pages/Contact-Us.aspx
294,info@airliquide.com,https://industry.airliquide.sg/sitemap
295,info@calgaz.com,https://www.airliquide.com/singapore
296,sg@schuelke.com,https://www.airliquide.com/singapore
297,seppic@airliquide.com,https://www.airliquide.com/singapore
298,info@soxal.com,https://industry.airliquide.sg/map
299,gasorders@airliquide.com,https://industry.airliquide.sg/map
300,dpo@airliquide.com,https://industry.airliquide.sg/legal-notice
301,gf@cinetic21.de,https://www.boehringer-ingelheim.com/partnering/news/press-releases
302,cm@cinetic21.de,https://www.boehringer-ingelheim.com/products-overview
303,sk@cinetic21.de,https://www.boehringer-ingelheim.com/corporate-profile/making-more-health
304,irb@singhealth.com.sg,https://ishare.singhealth.com.sg/
305,iacuc@singhealth.com.sg,https://ishare.singhealth.com.sg/
306,ishare@singhealth.com.sg,https://ishare.singhealth.com.sg/
307,cc@test.com,https://www.singhealthdukenus.com.sg/research/Pages/Grant%20Calendar.aspx
308,phabox7@nus.edu.sg,https://pharmacy.nus.edu.sg/news/
309,phalk@nus.edu.sg,https://pharmacy.nus.edu.sg/educator-and-practice-track-faculty/
310,phawps@nus.edu.sg,https://pharmacy.nus.edu.sg/educator-and-practice-track-faculty/
311,phacaox@nus.edu.sg,https://pharmacy.nus.edu.sg/educator-and-practice-track-faculty/
312,pharal@nus.edu.sg,https://pharmacy.nus.edu.sg/educator-and-practice-track-faculty/
313,phaww@nus.edu.sg,https://pharmacy.nus.edu.sg/labprocurement/
314,oshjk@nus.edu.sg,https://pharmacy.nus.edu.sg/labprocurement/
315,phatbj@nus.edu.sg,https://pharmacy.nus.edu.sg/labprocurement/
316,syidahm@nus.edu.sg,https://pharmacy.nus.edu.sg/labprocurement/
317,pirc@nus.edu.sg,https://pharmacy.nus.edu.sg/pirc/
318,phabox2@nus.edu.sg,https://pharmacy.nus.edu.sg/contact/
319,epsd@airliquide.com,https://industry.airliquide.sg/engineering
320,phars@nus.edu.sg,https://pharmacy.nus.edu.sg/adjunct-and-visiting-faculty/
321,phansy@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
322,phabhka@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
323,phachan@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
324,phahzn@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
325,phahim@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
326,phajil@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
327,phakjj@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
328,phakyq@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
329,phahbm@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
330,phadm@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
331,phancc@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
332,phanty@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
333,phantqn@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
334,phapzhr@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
335,phastjm@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
336,phatct@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
337,phagove@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
338,phawlr@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
339,phayny@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
340,phayeap@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
341,phaty@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
342,phachin@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
343,phaczym@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
344,phaleyi@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
345,phalm@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
346,phalfe@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
347,phandq@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
348,phapcl@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
349,phasjh@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
350,phatwt@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
351,phawyhc@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
352,phazh@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
353,phaia@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
354,phakyqd@nus.edu.sg,https://pharmacy.nus.edu.sg/partners-in-education/
355,phacrp@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
356,phacyy@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
357,phacaw@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
358,phacuiy@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
359,leizel81@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
360,phaalkw@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
361,phaliuf@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
362,chuningn@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
363,phangsy@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
364,jenessa@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
365,phats@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
366,phasec@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
367,phaangsh@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
368,scy@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
369,phajmj@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
370,phalpp@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
371,phanwc@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
372,phass@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
373,phawmy@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
374,phaysl@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
375,phaleehy@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
376,phaps@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
377,phatsh@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
378,phaweeb@nus.edu.sg,https://pharmacy.nus.edu.sg/non-academic-staff/
379,covid@escoglobal.com,http://www.escoaster.com/index.php
